language_id,speaker_id,k_terms,n_labeled_chips,mse_cielab
11,25,6,330,0.16232536510356674
12,1,5,330,0.1365209987902904
12,2,5,330,0.15692464636183054
12,3,5,330,0.16046819970742304
12,4,5,330,0.17690222535186165
12,5,5,330,0.19383711006327287
12,6,5,330,0.1834523409366883
12,7,5,330,0.19326755651492683
12,8,5,330,0.17386944537223406
12,9,5,330,0.1414490132899092
12,10,6,330,0.13770243972252852
12,11,5,330,0.16570646647760184
12,12,5,330,0.1733137236731325
12,13,4,330,0.24088287484129073
12,14,5,330,0.14540388335439586
12,15,5,330,0.14742875405883038
12,16,4,330,0.18586134039872793
12,17,5,330,0.12069157236393284
12,18,5,330,0.169190365350048
12,19,5,330,0.14828809148935276
12,20,5,330,0.18817065541223138
12,21,5,330,0.17335830511791228
12,22,5,330,0.14451414728586642
12,23,5,330,0.16271857850849744
12,24,5,330,0.20321747331489018
12,25,5,330,0.13295053061041476
13,1,12,330,0.1734787018286428
13,2,9,330,0.14137018812181684
13,3,11,330,0.1360840541387215
13,4,11,330,0.15510778707203213
13,5,8,330,0.15736843766043795
13,6,10,330,0.11875927827245178
13,7,6,330,0.14405441595855978
13,8,9,330,0.2669950336036702
13,9,6,330,0.14882432919754093
13,10,7,330,0.23355424125941812
13,11,6,330,0.14045389461556346
13,12,6,330,0.132609822090828
13,13,8,330,0.2263658450817762
13,14,7,330,0.19018403780129944
13,15,6,330,0.16362822353539064
13,16,8,330,0.23195461594161723
13,17,8,330,0.1237294988888651
13,18,7,330,0.22902366741785654
13,19,7,330,0.15263201298239623
13,20,8,330,0.21367402990412634
13,21,12,330,0.12517184340589033
13,22,6,330,0.2391433990806911
13,23,14,330,0.21506788982635644
13,24,8,330,0.19608856466031688
13,25,8,330,0.16164828192074404
14,1,15,330,0.1465586556178871
14,2,4,330,0.1889170533754748
14,3,4,330,0.22132642853438333
14,4,3,330,0.2015511672967035
14,5,5,330,0.16923283647132045
14,6,5,330,0.21226271874529323
14,7,3,330,0.2372945224552609
14,8,4,330,0.1804762477702941
14,9,11,330,0.16248986037700702
14,10,5,330,0.16944622981963428
14,11,4,330,0.21638657506661363
14,12,3,330,0.20268703545666109
14,13,3,330,0.2251308275362909
14,14,3,330,0.20991125433595748
14,15,4,330,0.2574192360940068
14,16,3,330,0.187740529852188
14,17,3,330,0.2195401550539421
14,18,4,330,0.2150481615562327
14,19,4,330,0.1847091323320446
14,20,3,330,0.227890788402681
14,21,3,330,0.18360673885124476
14,22,3,330,0.1852446280027952
14,23,4,330,0.18598904041028957
14,24,4,330,0.20587245686330086
14,25,6,330,0.21077826586593795
15,1,7,330,0.16762157757182825
15,2,8,330,0.1294931452966727
15,3,9,330,0.17320621902486683
15,4,9,330,0.18167301459088678
15,5,10,330,0.16273636039509337
15,6,9,330,0.20176483658866978
15,7,6,330,0.1884472588991632
15,8,7,330,0.1943003194007296
15,9,8,330,0.1910955083402044
15,10,8,330,0.1847847779548596
15,11,8,330,0.18291095624881945
15,12,9,330,0.17363884478659336
15,13,8,330,0.16136771106312198
15,14,9,330,0.12678075103171307
15,15,10,330,0.1253312157931277
15,16,8,330,0.1723836461199067
15,17,7,330,0.1965267959800011
15,18,8,330,0.17010955208413855
15,19,6,330,0.17180450428350624
15,20,10,330,0.1702458821049116
15,21,8,330,0.16142654321816766
15,22,8,330,0.18356960538385023
15,23,6,330,0.22459121846669547
15,24,9,330,0.2012516937713296
15,25,8,330,0.20975167918429757
16,1,6,330,0.15022132500344143
16,2,6,330,0.15807217103360857
16,3,7,330,0.1374312569881421
16,4,7,330,0.19274225027238198
16,5,6,330,0.2258332895757562
16,6,6,330,0.2277014906185399
16,7,8,330,0.18919558955782148
16,8,6,330,0.15874695701409075
16,9,6,330,0.16045950892043578
16,10,7,330,0.18316470597496348
16,11,7,330,0.18628679466534262
16,12,8,330,0.15395173410511406
16,13,7,330,0.13966689594578865
16,14,7,330,0.21200457666370973
16,15,7,330,0.17310969872850882
16,16,5,330,0.22941292825084333
16,17,6,330,0.18045412813456954
16,18,7,330,0.19534996929108928
16,19,6,330,0.1548486826929312
16,20,6,330,0.1944021435978683
16,21,7,330,0.19167432599688555
16,22,6,330,0.17152039801348745
16,23,6,330,0.1269620672563318
16,24,8,330,0.13602400652578153
16,25,7,330,0.22323024060387336
17,1,15,330,0.11266362117203119
17,2,19,330,0.0900822649919816
17,3,15,330,0.12286349969106156
17,4,17,330,0.10774930290020249
17,5,17,330,0.13246121909723754
17,6,16,330,0.11549981560436817
17,7,17,330,0.10952401972725243
17,8,13,330,0.11711124762161097
17,9,16,330,0.19841974650489888
17,10,17,330,0.10365700726446105
17,11,14,330,0.18166272553254392
17,12,18,330,0.10922630838265938
17,13,12,330,0.10439872602186824
17,14,18,330,0.13668672762591044
17,15,20,330,0.10751271991047859
17,16,15,330,0.10393785448099004
17,17,13,330,0.14231101222182727
17,18,14,330,0.11825494510455614
17,19,16,330,0.12397941868289925
17,20,16,330,0.14440802737811625
17,21,13,330,0.11624389923393631
17,22,18,330,0.11560399983276472
17,23,21,330,0.09317173186795863
17,24,19,330,0.1464656055103564
17,25,17,330,0.12127073209861465
17,26,14,330,0.11635664128978447
17,27,15,330,0.12694830638895185
17,28,18,330,0.13799122143926648
17,29,14,330,0.11948787325624392
17,30,17,330,0.11191971655454044
18,1,10,330,0.177881567178199
18,2,7,330,0.25348208234963
18,3,8,330,0.2358870467032198
18,4,9,330,0.18555785219175122
18,5,5,330,0.22889986313380453
18,6,7,330,0.20611957952560264
18,7,12,330,0.18292638182201745
18,8,11,330,0.15665041261393337
18,9,8,330,0.24081917457810442
18,10,9,330,0.17983697088547856
18,11,7,330,0.18486478369897885
18,12,6,330,0.3172558895996273
18,13,8,330,0.2698798456253989
18,14,5,330,0.2852303238804739
18,15,8,330,0.21130987126524256
18,16,10,330,0.1830634997985701
18,17,6,330,0.2915504249917875
18,18,9,330,0.18189702126401885
18,19,7,330,0.23987061356434988
18,20,6,330,0.21676283066496657
18,21,10,330,0.1739063720097561
18,22,9,330,0.1986428210287169
18,23,9,330,0.17337105666790856
18,24,7,330,0.25306748000652374
18,25,6,330,0.24540372736447164
19,1,10,330,0.16823039350248573
19,2,12,330,0.13060345506547852
19,3,10,330,0.11777036156519852
19,4,8,330,0.1654129245899371
19,5,13,330,0.16560204975887236
19,6,10,330,0.11659508914053794
19,7,11,330,0.14179536744793425
19,8,13,330,0.17247724478073329
19,9,17,330,0.1607799874617682
19,10,13,330,0.18999680366475613
19,11,14,330,0.1351322779668273
19,12,10,330,0.14495953180484933
19,13,10,330,0.214746312631772
19,14,15,330,0.14588256448158873
19,15,18,330,0.15549195211606917
19,16,12,330,0.1285942901764741
19,17,16,330,0.17691273663601992
19,18,13,330,0.11883434870275367
19,19,12,330,0.16057628821230524
19,20,11,330,0.15317878706362373
19,21,13,330,0.15904984139180695
19,22,12,330,0.1668323237343869
19,23,14,330,0.16115282510058337
19,24,14,330,0.15337575492247887
19,25,12,330,0.15052180781530483
20,1,18,330,0.10096816532663985
20,2,7,330,0.17912506633638658
20,3,10,330,0.14930578971188782
20,4,10,330,0.1919725358535502
20,5,7,330,0.1854506641739449
20,6,9,330,0.16954836821648445
20,7,9,330,0.17471501050635846
20,8,7,330,0.18600606975626255
20,9,9,330,0.11644238734699135
20,10,7,330,0.1817427008895033
20,11,8,330,0.1801927942698128
21,1,6,330,0.2018499493644085
21,2,7,330,0.14290624551473063
21,3,6,330,0.17412727946342996
21,4,7,330,0.1885478293322381
21,5,7,330,0.18462026323595698
21,6,5,330,0.18357882487827454
21,7,6,330,0.19349415077346724
21,8,7,330,0.20309180512110644
21,9,6,330,0.18037902991186677
21,10,7,330,0.20138023100897848
21,11,6,330,0.16555374615821736
21,12,7,330,0.17814160538890036
21,13,6,330,0.2592645879855442
21,14,6,330,0.21025657663635253
21,15,6,330,0.23571273688254932
21,16,7,330,0.16552030619808347
21,17,6,330,0.16475317426441602
21,18,6,330,0.20162959879841116
21,19,6,330,0.19759969748814468
21,20,8,330,0.20597461526901362
21,21,7,330,0.18753815024149817
21,22,7,330,0.1917852809958488
21,23,5,330,0.18583388225189185
21,24,6,330,0.21156649530420704
21,25,6,330,0.20289462045403925
22,1,8,330,0.17887374944263945
22,2,8,330,0.1968151299027927
22,3,8,330,0.2108645911413993
22,4,8,330,0.16775699293434213
22,5,6,330,0.13527650903341926
22,6,7,330,0.2284966046646887
22,7,5,330,0.16482887651005196
22,8,8,330,0.2527168504286647
22,9,6,330,0.14879089496538803
22,10,6,330,0.1291452431337014
22,11,8,330,0.14439527493890889
22,12,7,330,0.14040925017836164
22,13,5,330,0.1927439748333872
22,14,8,330,0.16987779828133054
22,15,7,330,0.17362456121404218
22,16,7,330,0.13923600801381597
22,17,8,330,0.18197188607385875
22,18,6,330,0.18752272358361827
22,19,7,330,0.1402655651695673
22,20,8,330,0.16255305786646154
22,21,6,330,0.1569417901283008
22,22,11,330,0.14831103109880497
22,23,8,330,0.18941673613570464
22,24,9,330,0.17741995530223928
22,25,7,330,0.15017067363620426
23,1,4,330,0.31749820565854225
23,2,4,330,0.23351073988266494
23,3,4,330,0.19614714135907219
23,4,4,330,0.1965207734043179
23,5,4,330,0.27106433120589674
23,6,4,330,0.2511775507675733
23,7,4,330,0.25294096256076076
23,8,4,330,0.21515175343405796
23,9,4,330,0.17977957283827026
23,10,4,330,0.17523331035030779
23,11,4,330,0.19363688085248826
23,12,4,330,0.29319565538949444
23,13,4,330,0.17215010121446087
23,14,4,330,0.20147212244260776
23,15,4,330,0.20653254470440424
23,16,4,330,0.17943172123891837
23,17,4,330,0.18971202382696856
23,18,4,330,0.1802951884308589
23,19,4,330,0.241111252637009
23,20,5,330,0.2539626882186762
23,21,5,330,0.19425434358479668
23,22,4,330,0.21733740286287304
23,23,4,330,0.20506983639380644
23,24,4,330,0.21259779059243528
23,25,4,330,0.19872087651549197
24,1,9,330,0.17890238282574733
24,2,14,330,0.14618837387587136
24,3,11,330,0.14209956506253538
24,4,10,330,0.17047239971444142
24,5,11,330,0.14755487760707678
24,6,11,330,0.13611928328837292
24,7,12,330,0.1358757066590343
24,8,11,330,0.11359640019018415
24,9,11,330,0.14026578681771806
24,10,10,330,0.16500168163141724
24,11,9,330,0.14691960274192176
24,12,8,330,0.15367061611286909
24,13,10,330,0.16276417994214815
24,14,12,330,0.14687553075306364
24,15,11,330,0.13152831733421302
24,16,11,330,0.1375437316676363
24,17,10,330,0.13262314611032205
24,18,12,330,0.10695338994189418
24,19,11,330,0.14734381782110825
24,20,10,330,0.12473369180871309
24,21,11,330,0.16320353221028885
24,22,12,330,0.1333274073033087
24,23,10,330,0.14916801935311694
24,24,10,330,0.13705572027147273
24,25,11,330,0.12889854928634117
25,1,8,330,0.18836949849750184
25,2,7,330,0.17717214443411586
25,3,7,330,0.1823652603503754
25,4,7,330,0.1980847680316941
25,5,7,330,0.19311645798996166
25,6,7,330,0.2075512143137933
25,7,7,330,0.1847296614871013
25,8,8,330,0.1914057843903682
25,9,7,330,0.16968409713111332
25,10,7,330,0.19467440265920233
25,11,8,330,0.1913143283841434
25,12,7,330,0.19297600056817657
25,13,7,330,0.18886541036000143
25,14,7,330,0.2004266073426044
25,15,7,330,0.16925812230494386
25,16,7,330,0.19193152378763956
25,17,7,330,0.18321624880509552
25,18,7,330,0.17870254708897898
25,19,7,330,0.20125493656023055
25,20,7,330,0.18266638518185718
25,21,7,330,0.18280727601421337
25,22,7,330,0.19719851331607516
25,23,7,330,0.19951547306771053
25,24,7,330,0.1666379426860501
25,25,7,330,0.19523557155829946
26,1,11,330,0.17287975307917539
26,2,9,330,0.14156670490140527
26,3,9,330,0.147558934378743
26,4,11,330,0.1703680922301589
26,5,9,330,0.14416141240034322
26,6,8,330,0.28607397636317244
26,7,10,330,0.15754703308692533
26,8,9,330,0.15880619479444089
26,9,9,330,0.1546163168093305
26,10,8,330,0.21299850105902987
26,11,8,330,0.15589171102604718
26,12,9,330,0.17404139473696995
26,13,8,330,0.15728677194734753
26,14,8,330,0.16246527264875346
26,15,9,330,0.15035249974759768
26,16,7,330,0.1750655996105985
26,17,8,330,0.17705911185925913
26,18,10,330,0.1586735893247374
26,19,9,330,0.1614911236251697
26,20,10,330,0.15534157708820442
26,21,8,330,0.19196490016224915
26,22,9,330,0.2166926926416651
26,23,9,330,0.16890268872293984
26,24,9,330,0.17690771062162772
26,25,9,330,0.2323941991560371
27,1,16,330,0.14189483324642427
27,2,12,330,0.14558617320181114
27,3,13,330,0.1541887423628294
27,4,19,330,0.11274092071308976
27,5,17,330,0.14598348688191284
27,6,17,330,0.13856910565698577
27,7,23,330,0.11689567973882617
27,8,17,330,0.09876285134773735
27,9,18,330,0.1279705512261557
27,10,18,330,0.09670967299351213
27,11,8,330,0.16384469149443606
27,12,10,330,0.1726105516566587
27,13,18,330,0.1758474591198861
27,14,21,330,0.10151756266293549
27,15,16,330,0.10818083758604477
27,16,17,330,0.11114504685722185
27,17,14,330,0.17678981526201337
27,18,24,330,0.11471852409656165
27,19,17,330,0.18652885043724232
27,20,17,330,0.15443529305782
27,21,16,330,0.15203293714029187
27,22,17,330,0.12046460583813935
27,23,11,330,0.1497860905314762
27,24,16,330,0.11750283511182057
27,25,20,330,0.1344797872062802
28,1,7,330,0.1820706814036834
28,2,7,330,0.19164805835911675
28,3,9,330,0.14809718672648606
28,4,15,330,0.12084592544784198
28,5,8,330,0.2514142129689964
28,6,10,330,0.14836973279473298
28,7,7,330,0.2073547989707931
28,8,9,330,0.14260953314822364
28,9,12,330,0.14455207574104645
28,10,8,330,0.21052062831553667
28,11,10,330,0.11191229311709497
28,12,11,330,0.15642380068005665
28,13,9,330,0.19760084603865935
28,14,9,330,0.16978333352194008
28,15,9,330,0.15347512479924874
28,16,10,330,0.1734878706354526
28,17,7,330,0.2058608403091678
28,18,11,330,0.15079720651413928
28,19,9,330,0.21362074547593002
28,20,9,330,0.15248193999352877
28,21,5,330,0.1618828346844499
28,22,7,330,0.13932132796983168
28,23,8,330,0.22456010278455144
28,24,9,330,0.237825824922075
28,25,11,330,0.20204636245218704
29,1,6,330,0.15160196296149014
29,2,7,330,0.13834241254089705
29,3,6,330,0.14979960161520367
29,4,7,330,0.15071644727185685
29,5,7,330,0.15589592243416503
29,6,6,330,0.15527761925260278
29,7,6,330,0.17519783207197934
29,8,7,330,0.16429564760644583
29,9,7,330,0.13531789633145191
29,10,8,330,0.1408745615772581
29,11,7,330,0.17050240898081476
29,12,7,330,0.15175343295507784
29,13,7,330,0.14058545486858218
29,14,7,330,0.20241213853171441
29,15,7,330,0.11934726242740745
29,16,8,330,0.13743980849672677
29,17,6,330,0.13209683076610837
29,18,5,330,0.16076660291864764
29,19,5,330,0.16036024160412204
29,20,7,330,0.1480179745981373
29,21,6,330,0.15146372632309987
29,22,7,330,0.1582766881760404
29,23,7,330,0.13022490875712905
29,24,7,330,0.13791452998380754
29,25,7,330,0.14991894848447895
30,1,6,330,0.16657770309708522
30,2,6,330,0.19647398284637016
30,3,6,330,0.17200051938579264
30,4,5,330,0.14849364745570054
30,5,5,330,0.17381105731217558
30,6,5,330,0.141094307559813
30,7,5,330,0.13062244985851498
30,8,5,330,0.14959207649018166
30,9,6,330,0.11374523633693227
30,10,6,330,0.12652598223674036
30,11,6,330,0.1374521491667051
30,12,6,330,0.15691825141660126
30,13,6,330,0.1734328300903446
30,14,6,330,0.14123289848943751
30,15,6,330,0.16760953442775317
30,16,6,330,0.21071350490165205
30,17,5,330,0.1579253559807148
30,18,6,330,0.12342736250172437
30,19,5,330,0.12968212477373675
30,20,6,330,0.1650482957219863
30,21,6,330,0.13263594096123277
30,22,6,330,0.16032628622091338
30,23,6,330,0.1554584605491227
30,24,6,330,0.1189469732368435
30,25,6,330,0.14740068940858517
31,1,7,330,0.28090812807890314
31,2,6,330,0.23412472848380336
31,3,5,330,0.32581615312551404
31,4,6,330,0.2778459352295318
31,5,6,330,0.30431980558464294
31,6,6,330,0.3176444821406259
31,7,6,330,0.306454370971189
31,8,7,330,0.30271777979644626
31,9,8,330,0.25914042351483113
31,10,6,330,0.30472769549416623
31,11,6,330,0.2625306728514559
31,12,6,330,0.2446955077863552
31,13,3,330,0.3301236296338535
31,14,7,330,0.2871120243788223
31,15,8,330,0.2950757836958514
31,16,6,330,0.29745595164183103
31,17,4,330,0.3273442334531943
31,18,6,330,0.3053775647648718
31,19,6,330,0.3194101535731892
31,20,6,330,0.30471955411849955
31,21,7,330,0.26161399896439463
31,22,7,330,0.23678811146262804
31,23,7,330,0.2533492175161532
31,24,6,330,0.3063178835733017
31,25,6,330,0.3265704858222999
32,1,5,330,0.1900149629057035
32,2,4,330,0.193966167676592
32,3,6,330,0.20370827969404923
32,4,9,330,0.24537856063787788
32,5,9,330,0.19409470781823093
32,6,5,330,0.2075415197426722
32,7,9,330,0.18646278497930405
32,8,5,330,0.18036144189058131
32,9,5,330,0.1731843421684084
32,10,4,330,0.17967866084972547
32,11,5,330,0.18686354123872417
32,12,6,330,0.18161190458244048
32,13,7,330,0.175360345968812
32,14,6,330,0.2039165894527989
32,15,5,330,0.1759548737995824
32,16,6,330,0.2204144814084411
32,17,9,330,0.19280086392446275
32,18,12,330,0.16760298407222224
32,19,7,330,0.18996055379880222
32,20,8,330,0.22951672341659493
32,21,7,330,0.1981171378740877
32,22,8,330,0.16212730163501615
32,23,10,330,0.19647568412199046
32,24,10,330,0.20892749574945238
32,25,9,330,0.18213179528568535
33,1,7,330,0.13628450379907553
33,2,7,330,0.14895402900203789
33,3,7,330,0.14435630106037597
33,4,7,330,0.1401927301476242
33,5,7,330,0.1611995395670122
33,6,7,330,0.14451311536431805
33,7,7,330,0.17064361892347307
33,8,7,330,0.16248572726383548
33,9,7,330,0.1652204061016791
33,10,7,330,0.161512920935577
33,11,7,330,0.16914407578561538
33,12,7,330,0.16438689590167532
33,13,8,330,0.1556627671681731
33,14,7,330,0.16545187317884477
33,15,7,330,0.16715290982241693
33,16,7,330,0.1855609008583475
33,17,7,330,0.1683449766008147
33,18,7,330,0.1770912446297912
33,19,7,330,0.16401407877533858
33,20,7,330,0.16591740747591274
33,21,7,330,0.15961456787860182
33,22,7,330,0.20153629054073516
33,23,7,330,0.19228659450372426
33,24,7,330,0.1938551414837734
33,25,7,330,0.1781732135749786
34,1,10,330,0.14181751434074985
34,2,12,330,0.14146629834167032
34,3,11,330,0.1394222251149052
34,4,13,330,0.13913353330389477
34,5,9,330,0.15368058402578771
34,6,8,330,0.14051799451938735
